model_set,model,year_id,location_id,abbreviation,state_name,state,region,division,population,pc,pc_lower,pc_upper,fr,fr_upper,fr_lower
toc,Home health,2004,538,IA,Iowa,00019,Midwest,West North Central,2966891.94292298,131.696756772132,131.696756772132,131.696756772132,0.01795963710424,0.01795963710424,0.01795963710424
toc,Hospital,2004,538,IA,Iowa,00019,Midwest,West North Central,2966891.94292298,2784.18710536822,2784.18710536822,2784.18710536822,0.379682774794791,0.379682774794791,0.379682774794791
Payer,Medicaid,2004,538,IA,Iowa,00019,Midwest,West North Central,2966891.94292298,995.645583844292,995.645583844292,995.645583844292,0.135777325186694,0.135777325186694,0.135777325186694
Payer,Medicare,2004,538,IA,Iowa,00019,Midwest,West North Central,2966891.94292298,1243.65184745642,1243.65184745642,1243.65184745642,0.16959822255138,0.16959822255138,0.16959822255138
toc,Skilled nursing,2004,538,IA,Iowa,00019,Midwest,West North Central,2966891.94292298,647.622195673264,647.622195673264,647.622195673264,0.088316978337345,0.088316978337345,0.088316978337345
Payer,OOP,2004,538,IA,Iowa,00019,Midwest,West North Central,2966891.94292298,2117.55713036702,2117.55713036702,2117.55713036702,0.2887736838857,0.2887736838857,0.2887736838857
toc,Other professional,2004,538,IA,Iowa,00019,Midwest,West North Central,2966891.94292298,224.47282253944,224.47282253944,224.47282253944,0.030611615133,0.030611615133,0.030611615133
toc,Other,2004,538,IA,Iowa,00019,Midwest,West North Central,2966891.94292298,651.242725069061,651.242725069061,651.242725069061,0.0888107140652965,0.0888107140652965,0.0888107140652965
toc,Pharmaceuticals,2004,538,IA,Iowa,00019,Midwest,West North Central,2966891.94292298,1012.39053229985,1012.39053229985,1012.39053229985,0.13806085292847,0.13806085292847,0.13806085292847
toc,Physician/clinical services,2004,538,IA,Iowa,00019,Midwest,West North Central,2966891.94292298,1543.25065495865,1543.25065495865,1543.25065495865,0.210454854039376,0.210454854039376,0.210454854039376
Payer,Private,2004,538,IA,Iowa,00019,Midwest,West North Central,2966891.94292298,2976.07516334548,2976.07516334548,2976.07516334548,0.405850768376227,0.405850768376227,0.405850768376227
Aggregate,Aggregate,2005,538,IA,Iowa,00019,Midwest,West North Central,2980357.46517861,7539.88188206134,7539.88188206134,7539.88188206134,,,
toc,Dental,2005,538,IA,Iowa,00019,Midwest,West North Central,2980357.46517861,342.006243142225,342.006243142225,342.006243142225,0.0453596287703016,0.0453596287703016,0.0453596287703016
toc,Home health,2005,538,IA,Iowa,00019,Midwest,West North Central,2980357.46517861,135.577922473261,135.577922473261,135.577922473261,0.0179814385150812,0.0179814385150812,0.0179814385150812
toc,Hospital,2005,538,IA,Iowa,00019,Midwest,West North Central,2980357.46517861,2902.67958533882,2902.67958533882,2902.67958533882,0.384976798143852,0.384976798143852,0.384976798143852
Payer,Medicaid,2005,538,IA,Iowa,00019,Midwest,West North Central,2980357.46517861,1010.65292207202,1010.65292207202,1010.65292207202,0.134040948900876,0.134040948900876,0.134040948900876
Payer,Medicare,2005,538,IA,Iowa,00019,Midwest,West North Central,2980357.46517861,1325.52531665959,1325.52531665959,1325.52531665959,0.175801867641088,0.175801867641088,0.175801867641088
toc,Skilled nursing,2005,538,IA,Iowa,00019,Midwest,West North Central,2980357.46517861,654.272812967737,654.272812967737,654.272812967737,0.0867749419953598,0.0867749419953598,0.0867749419953598
Payer,OOP,2005,538,IA,Iowa,00019,Midwest,West North Central,2980357.46517861,2380.78516129819,2380.78516129819,2380.78516129819,0.315758946696828,0.315758946696828,0.315758946696828
toc,Other professional,2005,538,IA,Iowa,00019,Midwest,West North Central,2980357.46517861,227.85837938248,227.85837938248,227.85837938248,0.0302204176334107,0.0302204176334107,0.0302204176334107
toc,Other,2005,538,IA,Iowa,00019,Midwest,West North Central,2980357.46517861,663.019775707945,663.019775707945,663.019775707945,0.0879350348027841,0.0879350348027841,0.0879350348027841
toc,Pharmaceuticals,2005,538,IA,Iowa,00019,Midwest,West North Central,2980357.46517861,1069.75354312773,1069.75354312773,1069.75354312773,0.141879350348028,0.141879350348028,0.141879350348028
toc,Physician/clinical services,2005,538,IA,Iowa,00019,Midwest,West North Central,2980357.46517861,1544.71361992115,1544.71361992115,1544.71361992115,0.204872389791183,0.204872389791183,0.204872389791183
Payer,Private,2005,538,IA,Iowa,00019,Midwest,West North Central,2980357.46517861,2822.91848203155,2822.91848203155,2822.91848203155,0.374398236761209,0.374398236761209,0.374398236761209
Aggregate,Aggregate,2006,538,IA,Iowa,00019,Midwest,West North Central,2994576.29249446,7788.71160658496,7788.71160658496,7788.71160658496,,,
toc,Dental,2006,538,IA,Iowa,00019,Midwest,West North Central,2994576.29249446,355.359173837996,355.359173837996,355.359173837996,0.0456248981587093,0.0456248981587093,0.0456248981587093
toc,Home health,2006,538,IA,Iowa,00019,Midwest,West North Central,2994576.29249446,131.567503647163,131.567503647163,131.567503647163,0.0168920753897127,0.0168920753897127,0.0168920753897127
toc,Hospital,2006,538,IA,Iowa,00019,Midwest,West North Central,2994576.29249446,3009.55376509942,3009.55376509942,3009.55376509942,0.386399435120309,0.386399435120309,0.386399435120309
Payer,Medicaid,2006,538,IA,Iowa,00019,Midwest,West North Central,2994576.29249446,1047.46346955105,1047.46346955105,1047.46346955105,0.134484818858291,0.134484818858291,0.134484818858291
Payer,Medicare,2006,538,IA,Iowa,00019,Midwest,West North Central,2994576.29249446,1532.2749138586,1532.2749138586,1532.2749138586,0.196730215631959,0.196730215631959,0.196730215631959
toc,Skilled nursing,2006,538,IA,Iowa,00019,Midwest,West North Central,2994576.29249446,658.260564871338,658.260564871338,658.260564871338,0.0845146923035142,0.0845146923035142,0.0845146923035142
Payer,OOP,2006,538,IA,Iowa,00019,Midwest,West North Central,2994576.29249446,2075.88984050363,2075.88984050363,2075.88984050363,0.266525446743794,0.266525446743794,0.266525446743794
toc,Other professional,2006,538,IA,Iowa,00019,Midwest,West North Central,2994576.29249446,229.714323088134,229.714323088134,229.714323088134,0.0294932377383086,0.0294932377383086,0.0294932377383086
toc,Other,2006,538,IA,Iowa,00019,Midwest,West North Central,2994576.29249446,681.951176460537,681.951176460537,681.951176460537,0.0875563521807614,0.0875563521807614,0.0875563521807614
toc,Pharmaceuticals,2006,538,IA,Iowa,00019,Midwest,West North Central,2994576.29249446,1171.83918039435,1171.83918039435,1171.83918039435,0.15045353321384,0.15045353321384,0.15045353321384
toc,Physician/clinical services,2006,538,IA,Iowa,00019,Midwest,West North Central,2994576.29249446,1550.46591918602,1550.46591918602,1550.46591918602,0.199065775894845,0.199065775894845,0.199065775894845
Payer,Private,2006,538,IA,Iowa,00019,Midwest,West North Central,2994576.29249446,3133.08338267167,3133.08338267167,3133.08338267167,0.402259518765955,0.402259518765955,0.402259518765955
Aggregate,Aggregate,2007,538,IA,Iowa,00019,Midwest,West North Central,3009757.03614479,7918.97301240631,7918.97301240631,7918.97301240631,,,
toc,Dental,2007,538,IA,Iowa,00019,Midwest,West North Central,3009757.03614479,359.767065346825,359.767065346825,359.767065346825,0.0454310255614199,0.0454310255614199,0.0454310255614199
toc,Home health,2007,538,IA,Iowa,00019,Midwest,West North Central,3009757.03614479,140.137057344663,140.137057344663,140.137057344663,0.0176963675877057,0.0176963675877057,0.0176963675877057
toc,Hospital,2007,538,IA,Iowa,00019,Midwest,West North Central,3009757.03614479,3064.98593256748,3064.98593256748,3064.98593256748,0.387043361274966,0.387043361274966,0.387043361274966
Payer,Medicaid,2007,538,IA,Iowa,00019,Midwest,West North Central,3009757.03614479,1019.83359175657,1019.83359175657,1019.83359175657,0.128783567030579,0.128783567030579,0.128783567030579
Payer,Medicare,2007,538,IA,Iowa,00019,Midwest,West North Central,3009757.03614479,1567.65099319431,1567.65099319431,1567.65099319431,0.197961401148652,0.197961401148652,0.197961401148652
toc,Skilled nursing,2007,538,IA,Iowa,00019,Midwest,West North Central,3009757.03614479,691.670622215764,691.670622215764,691.670622215764,0.0873434751112491,0.0873434751112491,0.0873434751112491
Payer,OOP,2007,538,IA,Iowa,00019,Midwest,West North Central,3009757.03614479,2219.54140881694,2219.54140881694,2219.54140881694,0.280281471516532,0.280281471516532,0.280281471516532
toc,Other professional,2007,538,IA,Iowa,00019,Midwest,West North Central,3009757.03614479,239.708124405345,239.708124405345,239.708124405345,0.0302701024526545,0.0302701024526545,0.0302701024526545
toc,Other,2007,538,IA,Iowa,00019,Midwest,West North Central,3009757.03614479,679.377897887285,679.377897887285,679.377897887285,0.0857911621649592,0.0857911621649592,0.0857911621649592
toc,Pharmaceuticals,2007,538,IA,Iowa,00019,Midwest,West North Central,3009757.03614479,1180.51129301162,1180.51129301162,1180.51129301162,0.149073786608714,0.149073786608714,0.149073786608714
toc,Physician/clinical services,2007,538,IA,Iowa,00019,Midwest,West North Central,3009757.03614479,1562.81501962733,1562.81501962733,1562.81501962733,0.197350719238332,0.197350719238332,0.197350719238332
Payer,Private,2007,538,IA,Iowa,00019,Midwest,West North Central,3009757.03614479,3111.94701863848,3111.94701863848,3111.94701863848,0.392973560304238,0.392973560304238,0.392973560304238
Aggregate,Aggregate,2008,538,IA,Iowa,00019,Midwest,West North Central,3024843.65352563,8048.10383398605,8048.10383398605,8048.10383398605,,,
toc,Dental,2008,538,IA,Iowa,00019,Midwest,West North Central,3024843.65352563,364.808035673101,364.808035673101,364.808035673101,0.0453284454572475,0.0453284454572475,0.0453284454572475
toc,Home health,2008,538,IA,Iowa,00019,Midwest,West North Central,3024843.65352563,154.295857710919,154.295857710919,154.295857710919,0.0191717031606064,0.0191717031606064,0.0191717031606064
toc,Hospital,2008,538,IA,Iowa,00019,Midwest,West North Central,3024843.65352563,3124.59079297279,3124.59079297279,3124.59079297279,0.388239373823442,0.388239373823442,0.388239373823442
Payer,Medicaid,2008,538,IA,Iowa,00019,Midwest,West North Central,3024843.65352563,1088.5514995433,1088.5514995433,1088.5514995433,0.13525564803805,0.13525564803805,0.13525564803805
Payer,Medicare,2008,538,IA,Iowa,00019,Midwest,West North Central,3024843.65352563,1622.06135536342,1622.06135536342,1622.06135536342,0.201545778834721,0.201545778834721,0.201545778834721
toc,Skilled nursing,2008,538,IA,Iowa,00019,Midwest,West North Central,3024843.65352563,699.713773340211,699.713773340211,699.713773340211,0.0869414445655404,0.0869414445655404,0.0869414445655404
Payer,OOP,2008,538,IA,Iowa,00019,Midwest,West North Central,3024843.65352563,2218.57162764062,2218.57162764062,2218.57162764062,0.275663892191835,0.275663892191835,0.275663892191835
toc,Other professional,2008,538,IA,Iowa,00019,Midwest,West North Central,3024843.65352563,244.800146342388,244.800146342388,244.800146342388,0.030417120776776,0.030417120776776,0.030417120776776
toc,Other,2008,538,IA,Iowa,00019,Midwest,West North Central,3024843.65352563,694.530708352506,694.530708352506,694.530708352506,0.0862974338650549,0.0862974338650549,0.0862974338650549
toc,Pharmaceuticals,2008,538,IA,Iowa,00019,Midwest,West North Central,3024843.65352563,1145.45736228286,1145.45736228286,1145.45736228286,0.142326364807292,0.142326364807292,0.142326364807292
toc,Physician/clinical services,2008,538,IA,Iowa,00019,Midwest,West North Central,3024843.65352563,1619.90715731128,1619.90715731128,1619.90715731128,0.201278113544041,0.201278113544041,0.201278113544041
Payer,Private,2008,538,IA,Iowa,00019,Midwest,West North Central,3024843.65352563,3118.91935143871,3118.91935143871,3118.91935143871,0.387534680935394,0.387534680935394,0.387534680935394
Aggregate,Aggregate,2009,538,IA,Iowa,00019,Midwest,West North Central,3040023.85956505,8274.11500710791,8274.11500710791,8274.11500710791,,,
toc,Dental,2009,538,IA,Iowa,00019,Midwest,West North Central,3040023.85956505,383.719103903947,383.719103903947,383.719103903947,0.0463758484834102,0.0463758484834102,0.0463758484834102
toc,Home health,2009,538,IA,Iowa,00019,Midwest,West North Central,3040023.85956505,160.635735411171,160.635735411171,160.635735411171,0.0194142497745289,0.0194142497745289,0.0194142497745289
toc,Hospital,2009,538,IA,Iowa,00019,Midwest,West North Central,3040023.85956505,3243.34939615024,3243.34939615024,3243.34939615024,0.391987468552713,0.391987468552713,0.391987468552713
Payer,Medicaid,2009,538,IA,Iowa,00019,Midwest,West North Central,3040023.85956505,1133.0907008832,1133.0907008832,1133.0907008832,0.136944035695638,0.136944035695638,0.136944035695638
Payer,Medicare,2009,538,IA,Iowa,00019,Midwest,West North Central,3040023.85956505,1669.98324442127,1669.98324442127,1669.98324442127,0.201832249489723,0.201832249489723,0.201832249489723
toc,Skilled nursing,2009,538,IA,Iowa,00019,Midwest,West North Central,3040023.85956505,703.419565089016,703.419565089016,703.419565089016,0.0850144776190252,0.0850144776190252,0.0850144776190252
Payer,OOP,2009,538,IA,Iowa,00019,Midwest,West North Central,3040023.85956505,2250.47130539366,2250.47130539366,2250.47130539366,0.271989367256847,0.271989367256847,0.271989367256847
toc,Other professional,2009,538,IA,Iowa,00019,Midwest,West North Central,3040023.85956505,251.754294373009,251.754294373009,251.754294373009,0.0304267337542128,0.0304267337542128,0.0304267337542128
toc,Other,2009,538,IA,Iowa,00019,Midwest,West North Central,3040023.85956505,739.945539155613,739.945539155613,739.945539155613,0.0894289647315707,0.0894289647315707,0.0894289647315707
toc,Pharmaceuticals,2009,538,IA,Iowa,00019,Midwest,West North Central,3040023.85956505,1155.47758821434,1155.47758821434,1155.47758821434,0.139649689087198,0.139649689087198,0.139649689087198
toc,Physician/clinical services,2009,538,IA,Iowa,00019,Midwest,West North Central,3040023.85956505,1635.81378481058,1635.81378481058,1635.81378481058,0.197702567997342,0.197702567997342,0.197702567997342
Payer,Private,2009,538,IA,Iowa,00019,Midwest,West North Central,3040023.85956505,3220.56975640978,3220.56975640978,3220.56975640978,0.389234347557792,0.389234347557792,0.389234347557792
Aggregate,Aggregate,2010,538,IA,Iowa,00019,Midwest,West North Central,3055832.7241436,8436.87014729682,8436.87014729682,8436.87014729682,,,
toc,Dental,2010,538,IA,Iowa,00019,Midwest,West North Central,3055832.7241436,388.030520133725,388.030520133725,388.030520133725,0.0459922356702444,0.0459922356702444,0.0459922356702444
toc,Home health,2010,538,IA,Iowa,00019,Midwest,West North Central,3055832.7241436,162.225272071795,162.225272071795,162.225272071795,0.0192281342772322,0.0192281342772322,0.0192281342772322
toc,Hospital,2010,538,IA,Iowa,00019,Midwest,West North Central,3055832.7241436,3352.78406721304,3352.78406721304,3352.78406721304,0.397396665905457,0.397396665905457,0.397396665905457
Payer,Medicaid,2010,538,IA,Iowa,00019,Midwest,West North Central,3055832.7241436,1152.5315647666,1152.5315647666,1152.5315647666,0.1366065311715,0.1366065311715,0.1366065311715
Payer,Medicare,2010,538,IA,Iowa,00019,Midwest,West North Central,3055832.7241436,1691.61269452538,1691.61269452538,1691.61269452538,0.200502397807719,0.200502397807719,0.200502397807719
toc,Skilled nursing,2010,538,IA,Iowa,00019,Midwest,West North Central,3055832.7241436,702.847734581841,702.847734581841,702.847734581841,0.0833066910253483,0.0833066910253483,0.0833066910253483
Payer,OOP,2010,538,IA,Iowa,00019,Midwest,West North Central,3055832.7241436,2330.49511992926,2330.49511992926,2330.49511992926,0.276227449189313,0.276227449189313,0.276227449189313
toc,Other professional,2010,538,IA,Iowa,00019,Midwest,West North Central,3055832.7241436,259.71456859,259.71456859,259.71456859,0.0307832838547613,0.0307832838547613,0.0307832838547613
